,Company,Product,TypeName,Ram,Weight,Price_euros,IPS,ppi,Cpu Brand,SSD,HDD,Gpu Brand,OS
629,Dell,XPS 15,Notebook,8,2.0,1820.0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
630,Asus,ZenBook 3,Ultrabook,16,1.1,1900.0,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
631,Dell,Inspiron 7567,Gaming,16,2.62,1479.0,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
632,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,4,1.8,829.0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
633,Lenovo,Ideapad 320-15ISK,Notebook,4,2.2,579.0,0,141.21199808219862,Intel Core i3,0,1024,Nvidia,Windows
634,Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,8,2.0,399.0,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Windows
635,Asus,VivoBook Pro,Notebook,8,1.99,906.62,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Windows
636,Dell,XPS 13,Ultrabook,8,1.23,1869.0,0,276.053530085501,Intel Core i5,256,0,Intel,Windows
637,Lenovo,IdeaPad 100S-14IBR,Notebook,2,1.42,249.0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
638,Lenovo,Thinkpad Yoga,2 in 1 Convertible,8,1.37,1757.42,1,165.6321180513006,Intel Core i7,256,0,Intel,Windows
639,Dell,XPS 15,Notebook,16,2.06,2399.0,0,282.42399616439724,Intel Core i7,1024,0,Nvidia,Windows
640,Lenovo,Legion Y520-15IKBN,Gaming,8,2.5,1109.0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
641,HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,8,2.6,520.9,0,107.98564559226952,AMD Processor,0,1024,AMD,Windows
642,Lenovo,ThinkPad X1,Ultrabook,16,1.14,2450.0,1,157.3505121487356,Intel Core i7,512,0,Intel,Windows
643,Asus,ROG GL553VE-FY022,Gaming,8,2.5,1169.0,1,141.21199808219862,Intel Core i7,0,1024,Nvidia,Others/No OS/Linux
644,Acer,Extensa EX2540,Notebook,4,2.4,450.0,0,100.45466986113651,Intel Core i3,0,500,Intel,Windows
645,Lenovo,IdeaPad 100S-14IBR,Notebook,4,1.43,274.0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
646,Acer,Swift 3,Ultrabook,8,1.8,919.0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
647,Razer,Blade Pro,Gaming,16,1.95,2599.0,0,157.3505121487356,Intel Core i7,256,0,Nvidia,Windows
648,Toshiba,Portege Z30-C-16J,Notebook,8,1.2,1213.0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
649,Lenovo,Thinkpad X270,Ultrabook,8,1.36,1584.0,1,176.23257360658386,Intel Core i7,256,0,Intel,Windows
650,Asus,ROG G701VI,Gaming,32,3.8,2799.0,1,127.33567457123111,Intel Core i7,512,0,Nvidia,Windows
651,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,8,2.4,709.0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Others/No OS/Linux
652,Dell,XPS 13,Ultrabook,8,1.2,1449.9,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
653,MSI,GL62M 7REX,Gaming,8,2.2,1191.8,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
654,HP,250 G6,Notebook,4,1.86,364.9,0,100.45466986113651,Intel Core i3,0,500,Intel,Others/No OS/Linux
655,Toshiba,Tecra A50-D-11M,Notebook,8,2.0,1064.0,1,141.21199808219862,Intel Core i5,0,500,Intel,Windows
656,Dell,Inspiron 5570,Notebook,8,2.2,919.0,0,141.21199808219862,Intel Core i7,256,0,AMD,Windows
657,Dell,Inspiron 5570,Notebook,16,2.2,1135.0,0,141.21199808219862,Intel Core i7,256,2048,AMD,Windows
658,Lenovo,IdeaPad Y700-15ISK,Gaming,8,3.31,1196.0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
659,Dell,Alienware 17,Gaming,32,4.42,3147.37,1,254.67134914246222,Intel Core i7,512,1024,Nvidia,Windows
660,Dell,Latitude E7470,Notebook,8,1.56,1229.0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
661,Lenovo,Ideapad 320-15IAP,Notebook,4,2.2,419.0,0,100.45466986113651,Other Intel Processor,0,500,Intel,Windows
662,Lenovo,IdeaPad 320-15ISK,Notebook,4,2.2,535.0,0,141.21199808219862,Intel Core i5,0,500,Intel,Windows
663,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,6,2.04,539.0,0,141.21199808219862,Intel Core i3,0,1024,AMD,Windows
664,MSI,GP72VR Leopard,Gaming,8,2.7,1486.77,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
665,Toshiba,Satellite Pro,Notebook,4,2.1,498.0,0,100.45466986113651,Intel Core i3,128,0,Intel,Windows
666,Dell,Latitude 3580,Notebook,8,2.06,955.0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
667,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,8,2.1,745.0,0,141.21199808219862,Intel Core i7,0,1024,AMD,Windows
668,Toshiba,Tecra Z50-D-10E,Notebook,8,2.0,1258.0,1,141.21199808219862,Intel Core i5,256,0,Intel,Windows
669,Acer,Aspire 3,Notebook,4,2.1,412.0,0,100.45466986113651,Intel Core i3,128,0,Intel,Others/No OS/Linux
670,Microsoft,Surface Laptop,Ultrabook,8,1.252,1867.85,0,200.84255993695703,Intel Core i7,256,0,Intel,Windows
671,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,8,1.9,817.95,0,141.21199808219862,Intel Core i5,128,1024,AMD,Windows
672,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,8,1.3,1034.0,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
673,Lenovo,IdeaPad 320-15AST,Notebook,4,2.2,349.0,0,100.45466986113651,AMD Processor,128,0,AMD,Windows
674,HP,Pavilion X360,2 in 1 Convertible,4,1.63,699.0,1,157.3505121487356,Intel Core i3,128,0,Nvidia,Windows
675,MSI,GP62 7RDX,Gaming,16,2.4,1294.0,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
676,Asus,Zenbook 3,Ultrabook,8,1.1,1135.0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
677,HP,Chromebook X360,2 in 1 Convertible,8,1.4,495.0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
678,LG,Gram 15Z975,Ultrabook,8,1.09,2299.0,1,141.21199808219862,Intel Core i7,512,0,Intel,Windows
679,Acer,Aspire VX5-591G,Gaming,16,2.5,1299.0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
680,MSI,GV62M 7RD,Gaming,8,2.2,997.9,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
681,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,4,1.86,419.0,0,100.45466986113651,Other Intel Processor,128,0,Intel,Windows
682,Dell,Alienware 15,Gaming,16,3.21,2051.0,0,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
683,HP,17-bs000nv I3,Notebook,4,2.5,699.0,1,127.33567457123111,Intel Core i3,256,0,AMD,Windows
684,Lenovo,Yoga 730,2 in 1 Convertible,8,1.19,1499.0,1,165.6321180513006,Intel Core i7,512,0,Intel,Windows
685,Dell,Alienware 15,Gaming,16,3.49,2813.75,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
686,HP,250 G6,Notebook,4,1.86,612.61,0,100.45466986113651,Intel Core i5,0,500,AMD,Windows
687,Dell,Inspiron 3567,Notebook,4,2.2,545.67,0,100.45466986113651,Intel Core i3,0,1024,AMD,Windows
688,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,6,2.65,569.0,1,127.33567457123111,AMD Processor,0,2048,AMD,Windows
689,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,4,2.1,318.0,0,100.45466986113651,Other Intel Processor,0,500,Intel,Windows
690,Acer,Chromebook 14,Notebook,4,1.45,375.0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Others/No OS/Linux
691,Lenovo,IdeaPad 520s-14IKB,Notebook,4,1.7,699.0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
692,HP,ZBook 17,Workstation,8,3.14,1907.99,0,127.33567457123111,Intel Core i7,0,500,Nvidia,Windows
693,Lenovo,ThinkPad X1,2 in 1 Convertible,8,1.42,2590.0,0,209.8006828649808,Intel Core i7,256,0,Intel,Windows
694,Toshiba,Satellite Pro,Notebook,8,1.5,973.0,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
695,Acer,TravelMate B117-M,Netbook,4,1.4,269.0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
696,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,16,1.38,1749.0,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
697,Asus,Chromebook Flip,2 in 1 Convertible,4,1.2,669.0,0,176.23257360658386,Other Intel Processor,0,0,Intel,Others/No OS/Linux
698,Toshiba,Portege Z30T-C-133,Ultrabook,16,1.36,1877.0,0,165.6321180513006,Intel Core i7,512,0,Intel,Windows
699,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,4,2.1,689.0,1,141.21199808219862,Intel Core i7,0,500,AMD,Windows
700,Dell,Inspiron 5577,Gaming,8,2.56,819.0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Windows
701,Lenovo,IdeaPad 320-15AST,Notebook,4,2.2,399.0,0,141.21199808219862,AMD Processor,256,0,AMD,Windows
702,Lenovo,IdeaPad 320-15ABR,Notebook,8,2.2,429.0,0,100.45466986113651,AMD Processor,0,1024,AMD,Windows
703,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,4,2.1,621.45,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
704,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,4,1.9,450.0,0,100.45466986113651,Intel Core i3,0,500,Intel,Others/No OS/Linux
705,Dell,Vostro 5568,Notebook,8,2.18,795.0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
706,Acer,Spin 5,2 in 1 Convertible,8,1.6,999.0,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
707,Lenovo,ThinkPad P51s,Workstation,16,2.18,1855.0,0,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
708,Lenovo,Thinkpad T460p,Notebook,8,1.8,1191.0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
709,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,6,2.71,655.01,1,127.33567457123111,AMD Processor,0,2048,AMD,Windows
710,Lenovo,Legion Y520-15IKBN,Gaming,8,2.5,1249.0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
711,Dell,Latitude 5480,Notebook,8,1.64,1089.0,0,157.3505121487356,Intel Core i5,256,0,Nvidia,Others/No OS/Linux
712,Dell,Vostro 5568,Notebook,8,1.98,726.0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Others/No OS/Linux
713,Asus,VivoBook E403NA,Notebook,4,1.5,298.0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
714,Dell,Latitude 5580,Notebook,16,1.93,1426.66,0,141.21199808219862,Intel Core i5,512,0,Intel,Windows
715,Lenovo,Thinkpad E470,Notebook,8,1.87,857.07,1,157.3505121487356,Intel Core i5,256,0,Nvidia,Windows
716,Dell,Latitude 5580,Notebook,8,1.9,1179.0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
717,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,4,2.19,298.0,0,100.45466986113651,AMD Processor,0,500,AMD,Windows
718,Mediacom,Smartbook 142,Notebook,4,1.4,265.0,1,161.72539083525606,Other Intel Processor,0,32,Intel,Windows
719,HP,ProBook 470,Notebook,8,2.63,1200.0,0,127.33567457123111,Intel Core i7,256,0,Nvidia,Windows
720,Lenovo,ThinkPad X1,Ultrabook,8,1.17,1686.64,1,209.8006828649808,Intel Core i7,512,0,Intel,Windows
721,HP,Pavilion X360,2 in 1 Convertible,8,1.58,836.6,1,117.82653006268643,Intel Core i5,256,0,Intel,Windows
722,Lenovo,ThinkPad T470s,Ultrabook,8,1.32,1499.0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
723,Dell,Alienware 17,Gaming,32,4.36,3659.4,0,254.67134914246222,Intel Core i7,1024,1024,Nvidia,Windows
724,MSI,GL72M 7REX,Gaming,8,2.7,1348.48,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
725,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,4,1.9,489.9,0,100.45466986113651,Intel Core i5,0,1024,Intel,Others/No OS/Linux
726,Dell,Inspiron 5570,Notebook,8,2.2,719.0,0,141.21199808219862,Intel Core i5,128,1024,AMD,Windows
727,Dell,Inspiron 5378,2 in 1 Convertible,4,1.71,649.0,0,165.6321180513006,Intel Core i3,0,1024,Intel,Windows
728,Dell,Inspiron 5567,Notebook,8,2.32,589.52,0,100.45466986113651,Intel Core i5,0,1024,AMD,Others/No OS/Linux
729,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,4,2.1,489.0,0,141.21199808219862,AMD Processor,0,1024,AMD,Windows
730,Acer,Predator 17,Gaming,16,4.2,1935.0,1,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
731,Dell,Inspiron 3567,Notebook,12,2.25,649.0,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
732,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,6,2.1,650.0,0,141.21199808219862,AMD Processor,128,1024,AMD,Windows
733,Acer,Extensa EX2540-58KR,Notebook,4,2.4,559.0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
734,Lenovo,ThinkPad 13,Notebook,8,1.44,960.0,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
735,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,4,1.85,779.0,0,141.21199808219862,Intel Core i7,0,1024,Intel,Windows
736,HP,ZBook 15,Workstation,16,2.6,2419.0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
737,Dell,Inspiron 5379,2 in 1 Convertible,8,1.55,659.0,0,165.6321180513006,Intel Core i5,0,1024,Intel,Windows
738,MSI,GS63VR 7RF,Gaming,16,1.8,2094.48,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
739,Acer,Aspire ES1-572,Notebook,4,2.4,410.8,0,100.45466986113651,Intel Core i3,0,500,Intel,Windows
740,Dell,Inspiron 7560,Notebook,8,2.0,1207.0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
741,Dell,Vostro 3568,Notebook,8,2.0,665.0,0,100.45466986113651,Intel Core i3,256,0,Intel,Windows
742,Toshiba,Tecra X40-D-10G,Notebook,8,1.25,1535.0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
743,Lenovo,Flex 5,2 in 1 Convertible,8,1.7,999.0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
744,Lenovo,Thinkpad P51s,Workstation,16,2.5,3299.0,1,282.42399616439724,Intel Core i7,1024,0,Nvidia,Windows
745,Acer,Chromebook 14,Notebook,2,1.68,330.0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Others/No OS/Linux
746,Samsung,Notebook 9,Ultrabook,16,0.81,1649.0,0,165.6321180513006,Intel Core i7,256,0,Intel,Windows
747,HP,250 G6,Notebook,8,1.86,539.0,0,141.21199808219862,Intel Core i3,256,0,Intel,Windows
748,Dell,Latitude 5480,Notebook,8,1.6,1126.71,0,111.93520355955211,Intel Core i5,256,0,Intel,Windows
749,HP,Zbook 17,Workstation,16,3.0,4389.0,1,127.33567457123111,Other Intel Processor,256,0,Nvidia,Windows
750,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,4,1.4,475.0,0,135.0942111925629,Other Intel Processor,128,0,Intel,Windows
751,HP,EliteBook 850,Notebook,8,1.84,1900.0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
752,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,4,2.45,579.0,0,100.45466986113651,Intel Core i5,0,1024,Nvidia,Others/No OS/Linux
753,Lenovo,Thinkpad T460,Ultrabook,4,1.7,1096.0,0,157.3505121487356,Intel Core i5,180,0,Intel,Windows
754,Asus,Pro P2540UA-XO0192R,Notebook,4,2.37,849.9,0,100.45466986113651,Intel Core i7,256,0,Intel,Windows
755,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,8,1.3,1199.0,1,276.053530085501,Intel Core i5,256,0,Intel,Windows
756,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,8,2.2,1099.0,1,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
757,HP,ZBook 15,Workstation,8,2.59,1561.0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
758,Dell,Alienware 17,Gaming,16,4.42,2868.99,1,282.42399616439724,Intel Core i7,256,1024,Nvidia,Windows
759,Acer,Aspire 3,Notebook,4,2.1,599.0,0,100.45466986113651,Intel Core i5,256,0,Intel,Windows
760,Lenovo,Legion Y520-15IKBN,Gaming,8,2.5,1048.0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
761,Dell,Latitude 7280,Ultrabook,16,1.18,1859.0,0,176.23257360658386,Intel Core i7,256,0,Intel,Windows
762,Google,Pixelbook (Core,Ultrabook,8,1.1,1559.0,0,234.50740003017813,Intel Core i5,256,0,Intel,Others/No OS/Linux
763,Asus,Zenbook UX330UA-AH5Q,Ultrabook,8,1.2,1129.0,1,276.053530085501,Intel Core i5,256,0,Intel,Windows
764,Dell,Latitude 3380,Notebook,4,1.65,849.0,0,117.82653006268643,Intel Core i3,0,500,Intel,Windows
765,Acer,TravelMate P238-M,Notebook,4,1.6,655.0,0,117.82653006268643,Intel Core i5,128,0,Intel,Windows
766,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,4,2.8,470.34,0,90.58340172449303,Other Intel Processor,0,1024,Nvidia,Windows
767,Dell,Inspiron 7559,Gaming,16,2.72,1099.0,1,282.42399616439724,Intel Core i7,128,1024,Nvidia,Windows
768,Samsung,Notebook 9,Ultrabook,8,1.31,1599.0,0,165.6321180513006,Intel Core i7,256,0,Intel,Windows
769,Acer,Aspire A315-31,Notebook,4,2.1,298.0,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Others/No OS/Linux
770,Dell,Inspiron 5567,Notebook,16,2.3,1181.27,0,141.21199808219862,Intel Core i7,256,0,AMD,Windows
771,Samsung,Notebook 9,2 in 1 Convertible,16,1.71,1799.0,0,146.86047800548656,Intel Core i7,256,0,AMD,Windows
772,Toshiba,Tecra A40-C-1E5,Notebook,4,1.75,1020.0,1,111.93520355955211,Intel Core i5,128,0,Intel,Windows
773,Dell,Inspiron 7567,Gaming,8,2.62,1099.0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
774,HP,EliteBook 820,Ultrabook,4,1.26,1244.0,0,125.36742798669837,Intel Core i5,256,0,Intel,Windows
775,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,12,2.3,839.0,0,141.21199808219862,Intel Core i7,0,2048,Nvidia,Windows
776,Lenovo,Thinkpad P50,Notebook,16,2.5,2370.0,0,282.42399616439724,Intel Core i7,512,0,Nvidia,Windows
777,Acer,Swift 3,Notebook,4,1.8,636.0,1,157.3505121487356,Intel Core i3,128,0,Intel,Windows
778,Razer,Blade Pro,Gaming,16,1.95,2899.0,0,157.3505121487356,Intel Core i7,512,0,Nvidia,Windows
779,Asus,Vivobook Max,Notebook,8,2.0,581.9,0,141.21199808219862,Other Intel Processor,128,0,Intel,Windows
780,Dell,Alienware 17,Gaming,32,4.42,3588.8,1,127.33567457123111,Intel Core i7,1024,1024,Nvidia,Windows
781,Asus,Rog G752VS-BA171T,Gaming,16,4.3,2350.0,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
782,Toshiba,Tecra Z40-C-161,Ultrabook,16,1.47,1764.0,1,157.3505121487356,Intel Core i7,512,0,Nvidia,Windows
783,Lenovo,IdeaPad 110-15IBR,Notebook,8,2.2,329.0,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Others/No OS/Linux
784,Lenovo,ThinkPad T470s,Ultrabook,16,1.7,2299.0,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
785,MSI,GS43VR 7RE,Gaming,16,1.6,1891.0,1,157.3505121487356,Intel Core i7,256,1024,Nvidia,Windows
786,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,8,2.2,1089.0,0,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
787,Lenovo,Legion Y520-15IKBN,Gaming,4,2.4,999.0,1,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
788,Acer,Predator G9-793,Gaming,16,4.2,2299.0,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
789,Dell,Inspiron 7567,Gaming,8,2.62,985.0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
790,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,8,2.24,1339.0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
791,Vero,K146 (N3350/4GB/32GB/W10),Notebook,4,1.22,202.9,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
792,Lenovo,ThinkPad Yoga,2 in 1 Convertible,8,1.37,1970.0,1,165.6321180513006,Intel Core i7,512,0,Intel,Windows
793,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,8,2.08,959.0,0,141.21199808219862,Intel Core i5,256,0,AMD,Windows
794,Apple,"MacBook 12""",Ultrabook,8,0.92,1165.0,1,226.41554716935852,Other Intel Processor,0,0,Intel,Mac
795,Lenovo,ThinkPad X1,2 in 1 Convertible,8,1.42,2330.0,1,209.8006828649808,Intel Core i5,256,0,Intel,Windows
796,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,4,1.63,299.0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
797,Dell,Latitude 3580,Notebook,8,1.95,810.0,0,100.45466986113651,Intel Core i5,128,0,Intel,Windows
798,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,8,1.38,1349.0,1,158.48253022174808,Intel Core i7,256,0,Intel,Windows
799,Dell,Vostro 5568,Notebook,8,2.0,739.0,0,141.21199808219862,Intel Core i3,256,0,AMD,Windows
800,HP,ZBook 17,Workstation,8,3.14,2064.9,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
801,Asus,Pro P2540UA-XS51,Notebook,8,2.37,1099.0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
802,Dell,XPS 13,Ultrabook,8,1.29,1499.0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
803,Dell,XPS 15,Notebook,8,2.06,1749.0,0,282.42399616439724,Intel Core i5,256,0,Nvidia,Windows
804,Dell,Latitude 3180,Netbook,4,1.63,744.0,0,135.0942111925629,Other Intel Processor,128,0,Intel,Windows
805,HP,EliteBook 820,Netbook,8,1.26,1389.0,0,125.36742798669837,Intel Core i5,256,0,Intel,Windows
806,Toshiba,Satellite Pro,Notebook,4,2.1,780.0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
807,HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,8,2.04,629.0,0,100.45466986113651,AMD Processor,0,2048,AMD,Windows
808,Dell,Inspiron 7567,Gaming,16,2.62,1679.0,0,282.42399616439724,Intel Core i7,512,0,Nvidia,Windows
809,Lenovo,IdeaPad 310-15IKB,Notebook,4,2.4,609.0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Windows
810,HP,Omen 17-an012dx,Gaming,12,3.74,1749.0,1,127.33567457123111,Intel Core i7,0,1024,AMD,Windows
811,MSI,GE72MVR 7RG,Gaming,16,2.9,2415.0,0,127.33567457123111,Intel Core i7,512,1024,Nvidia,Windows
812,Samsung,Notebook 9,Ultrabook,8,0.81,1499.0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
813,Dell,Vostro 5568,Notebook,8,1.98,961.0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
814,Dell,Vostro 3568,Notebook,8,2.18,789.81,0,141.21199808219862,Intel Core i5,256,0,AMD,Windows
815,Lenovo,Thinkpad T470s,Ultrabook,8,1.32,1859.0,0,157.3505121487356,Intel Core i7,256,0,Intel,Windows
816,Razer,Blade Stealth,Ultrabook,16,1.29,1799.0,1,352.4651472131677,Intel Core i7,512,0,Intel,Windows
817,HP,Chromebook 11,Netbook,4,1.23,385.0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
818,Dell,Alienware 17,Gaming,16,4.36,2505.02,1,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
819,Dell,Latitude 3480,Notebook,4,1.76,755.0,0,111.93520355955211,Intel Core i5,0,500,Intel,Windows
820,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,4,2.1,489.9,0,100.45466986113651,Intel Core i3,0,500,Intel,Windows
821,Toshiba,Tecra X40-D-10Z,Ultrabook,4,1.25,1090.0,0,111.93520355955211,Intel Core i5,128,0,Intel,Windows
822,Lenovo,Thinkpad X1,Ultrabook,8,1.13,2499.0,1,157.3505121487356,Intel Core i7,512,0,Intel,Windows
823,MSI,GL62M 7RD,Gaming,8,2.4,1199.0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
824,Lenovo,ThinkPad X1,Ultrabook,8,1.13,1875.0,1,157.3505121487356,Intel Core i5,0,0,Intel,Windows
825,Toshiba,Satellite Pro,Notebook,4,1.75,499.0,0,111.93520355955211,Other Intel Processor,128,0,Intel,Windows
826,Asus,ZenBook Flip,2 in 1 Convertible,8,1.1,1358.0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
827,Dell,Latitude 3480,Notebook,4,1.76,585.0,0,111.93520355955211,Intel Core i3,0,500,Intel,Windows
828,Acer,Chromebook 11,Netbook,4,1.35,355.0,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
829,Acer,Swift 3,Notebook,8,1.5,619.0,1,157.3505121487356,Intel Core i3,128,0,Intel,Windows
830,Razer,Blade Pro,Gaming,32,3.49,5499.0,0,254.67134914246222,Intel Core i7,512,0,Nvidia,Windows
831,Lenovo,Thinkpad X1,Ultrabook,16,1.1,2099.0,1,209.8006828649808,Intel Core i7,512,0,Intel,Windows
832,Asus,VivoBook Max,Notebook,4,2.1,519.0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Others/No OS/Linux
833,Lenovo,Thinkpad T460,Notebook,8,1.7,1186.0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
834,Lenovo,ThinkPad T470s,Notebook,8,1.32,1650.0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
835,Dell,Alienware 15,Gaming,16,3.21,2774.63,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
836,Asus,Rog GL702VS-BA023T,Gaming,16,2.9,2419.0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
837,Toshiba,Satellite Pro,Notebook,4,2.0,669.0,0,100.45466986113651,Intel Core i3,0,500,Intel,Windows
838,Lenovo,N42-20 Chromebook,Notebook,4,1.5,325.0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Others/No OS/Linux
